age;sex;housing;job;savings_account;checking_account;credit_amount;duration;purpose;risk
40;male;own;3;little;NaN;1585;24;furniture;good
32;male;own;2;little;moderate;1301;18;television;good
28;male;own;3;moderate;high;1323;6;car;good
27;female;own;3;little;little;3123;24;car;bad
42;male;free;3;little;little;5493;36;car;good
49;male;own;3;moderate;high;1126;9;television;good
38;male;own;3;moderate;moderate;1216;24;television;bad
24;female;rent;3;little;little;1207;24;car;bad
27;male;own;2;NaN;NaN;1309;10;car;bad
36;male;own;3;high;high;2360;15;car;good
34;male;own;4;moderate;moderate;6850;15;car;bad
28;male;own;3;little;NaN;1413;24;television;good
45;male;own;4;moderate;NaN;8588;39;car;good
26;male;own;3;little;little;759;12;car;bad
32;male;free;4;little;NaN;4686;36;car;good
26;male;rent;3;little;high;2687;15;business;good
20;male;rent;3;little;moderate;585;12;television;good
54;male;own;3;NaN;NaN;2255;24;car;good
37;female;own;3;little;little;609;6;car;good
40;male;own;2;little;little;1361;6;car;good
23;female;rent;3;little;NaN;7127;36;furniture;bad
43;male;own;3;moderate;little;1203;6;car;good
36;male;free;3;NaN;NaN;700;6;television;good
44;male;free;3;little;NaN;5507;24;repairs;good
24;female;own;3;little;little;3190;18;television;bad
53;male;free;3;little;little;7119;48;furniture;bad
23;female;own;3;moderate;NaN;3488;24;car;good
26;female;own;2;little;moderate;1113;18;television;good
30;male;own;3;little;moderate;7966;26;car;good
31;female;own;3;moderate;NaN;1532;15;education;good
42;male;own;2;little;NaN;1503;4;television;good
31;male;rent;3;little;little;2302;36;television;bad
41;male;own;2;little;little;662;6;car;good
32;male;own;3;little;moderate;2273;36;education;good
28;female;rent;3;moderate;moderate;2631;15;car;bad
41;male;rent;3;little;NaN;1503;12;car;good
26;male;own;3;moderate;NaN;1311;24;television;good
25;male;own;3;NaN;NaN;3105;24;television;good
33;male;rent;3;little;high;2319;21;education;bad
75;female;own;4;NaN;little;1374;6;car;good
37;female;own;3;little;moderate;3612;18;furniture;good
42;male;free;4;little;little;7763;48;car;bad
45;female;own;2;little;high;3049;18;furniture;good
23;male;rent;3;little;moderate;1534;12;television;bad
60;male;free;3;little;NaN;2032;24;car;good
31;male;own;3;NaN;little;6350;30;furniture;bad
34;male;own;2;little;high;2864;18;furniture;bad
61;male;own;2;little;NaN;1255;12;car;good
43;male;free;3;little;little;1333;24;car;bad
37;female;own;3;little;NaN;2022;24;car;good
32;male;own;3;little;NaN;1552;24;television;good
24;female;own;2;little;little;626;12;television;bad
35;male;free;3;NaN;NaN;8858;48;car;good
23;female;own;3;NaN;NaN;996;12;repairs;good
45;male;own;2;high;NaN;1750;6;television;good
34;male;own;3;little;little;6999;48;television;bad
27;male;own;3;moderate;moderate;1995;12;car;good
67;female;own;4;little;moderate;1199;9;education;good
22;male;own;3;little;moderate;1331;12;television;bad
28;female;own;3;moderate;moderate;2278;18;car;bad
29;female;own;3;NaN;NaN;5003;21;car;bad
27;male;own;3;little;little;3552;24;furniture;bad
31;male;own;2;little;moderate;1928;18;furniture;bad
49;male;free;3;NaN;little;2964;24;car;good
24;male;rent;2;little;little;1546;24;television;bad
29;female;own;3;little;high;683;6;television;good
37;male;free;3;NaN;moderate;12389;36;car;bad
37;male;own;4;NaN;moderate;4712;24;business;good
23;female;rent;3;moderate;moderate;1553;24;television;good
36;male;own;3;little;little;1372;12;car;bad
34;male;own;3;rich;NaN;2578;24;television;good
41;male;own;3;NaN;moderate;3979;48;television;good
31;female;own;3;little;little;6758;48;television;bad
23;female;rent;2;little;little;3234;24;furniture;bad
38;male;own;3;little;NaN;5954;30;television;good
26;female;rent;4;NaN;NaN;5433;24;car;good
22;female;own;2;little;little;806;15;business;good
27;male;own;2;little;moderate;1082;9;television;good
24;female;own;3;little;NaN;2788;15;furniture;good
27;female;own;3;little;moderate;2930;12;television;good
33;female;own;3;NaN;NaN;1927;24;education;good
27;male;own;3;little;moderate;2820;36;car;bad
27;male;own;2;little;NaN;937;24;retraining;good
30;male;own;3;little;moderate;1056;18;car;bad
49;male;own;2;little;moderate;3124;12;car;good
26;female;rent;3;little;NaN;1388;9;furniture;good
33;male;rent;2;little;moderate;2384;36;repairs;bad
52;female;free;4;NaN;NaN;2133;12;car;good
20;female;rent;3;little;little;2039;18;furniture;bad
36;male;rent;3;little;little;2799;9;car;good
21;male;own;2;little;little;1289;12;furniture;good
47;male;own;2;little;little;1217;18;domestics;bad
60;male;own;3;little;little;2246;12;furniture;bad
58;female;own;2;little;little;385;12;television;good
42;female;rent;3;NaN;moderate;1965;24;car;good
36;female;own;2;rich;NaN;1572;21;business;good
20;female;rent;2;little;moderate;2718;24;car;bad
40;male;own;4;NaN;little;1358;24;car;bad
32;female;own;2;moderate;moderate;931;6;car;bad
23;female;rent;3;little;little;1442;24;car;bad
36;male;own;2;little;moderate;4241;24;business;bad
31;male;own;3;little;NaN;2775;18;car;bad
32;male;free;3;little;NaN;3863;24;business;good
45;female;own;3;little;moderate;2329;7;television;good
30;female;own;3;little;moderate;918;9;furniture;bad
34;female;free;2;little;moderate;1837;24;education;bad
28;female;own;4;little;NaN;3349;36;furniture;bad
23;female;own;3;little;high;1275;10;furniture;good
22;male;own;3;high;little;2828;24;furniture;good
74;male;own;4;little;NaN;4526;24;business;good
50;female;free;3;moderate;moderate;2671;36;television;bad
33;male;own;3;little;NaN;2051;18;television;good
45;male;free;3;NaN;NaN;1300;15;car;good
22;female;own;3;moderate;little;741;12;domestics;bad
48;female;free;2;moderate;high;1240;10;car;bad
29;female;own;3;rich;little;3357;21;television;good
22;female;rent;3;little;little;3632;24;car;good
22;female;own;3;little;NaN;1808;18;furniture;bad
48;male;own;4;NaN;moderate;12204;48;business;good
27;male;free;4;NaN;moderate;9157;60;television;good
37;male;rent;3;little;little;3676;6;car;good
21;female;rent;3;moderate;moderate;3441;30;furniture;bad
49;male;own;2;little;NaN;640;12;car;good
27;male;own;3;little;moderate;3652;21;business;good
32;male;own;3;little;NaN;1530;18;car;bad
38;male;own;3;NaN;NaN;3914;48;business;bad
22;female;rent;3;little;little;1858;12;furniture;good
65;male;free;3;little;little;2600;18;television;bad
35;male;own;3;NaN;NaN;1979;15;television;good
41;male;own;3;little;high;2116;6;furniture;good
29;male;own;3;moderate;moderate;1437;9;car;bad
36;male;own;3;high;NaN;4042;42;furniture;good
64;male;own;2;NaN;NaN;3832;9;education;good
28;female;own;3;little;little;3660;24;television;good
44;male;own;3;little;little;1553;18;furniture;bad
23;male;own;3;NaN;moderate;1444;15;television;good
19;female;rent;3;little;NaN;1980;9;furniture;bad
25;female;own;2;little;moderate;1355;24;car;bad
47;male;own;3;little;NaN;1393;12;education;good
28;female;own;3;high;NaN;1376;24;television;good
21;male;own;3;little;NaN;15653;60;television;good
34;female;own;3;little;NaN;1493;12;television;good
26;male;own;3;little;little;4370;42;television;bad
27;female;own;1;little;little;750;18;education;bad
38;male;own;2;little;moderate;1308;15;repairs;good
40;male;own;4;moderate;NaN;4623;15;education;bad
33;male;own;3;little;NaN;1851;24;television;good
32;male;own;4;little;little;1880;18;television;good
27;male;rent;3;NaN;NaN;7980;36;business;bad
32;male;own;3;little;little;4583;30;furniture;good
26;female;own;3;high;NaN;1386;12;car;bad
38;male;free;3;little;high;947;24;car;bad
40;male;rent;2;little;little;684;12;education;bad
50;male;free;4;little;little;7476;48;education;good
37;male;own;2;little;moderate;1922;12;furniture;bad
45;male;own;3;little;little;2303;24;car;bad
42;male;own;4;moderate;moderate;8086;36;car;bad
35;male;own;3;little;NaN;2346;24;car;good
22;male;free;3;little;little;3973;14;car;good
41;male;own;2;little;moderate;888;12;car;bad
37;male;own;3;NaN;NaN;10222;48;television;good
28;female;own;3;little;moderate;4221;30;business;good
41;male;own;3;little;moderate;6361;18;furniture;good
23;male;rent;3;little;high;1297;12;television;good
23;male;own;3;NaN;little;900;12;car;bad
50;male;own;3;little;NaN;2241;21;furniture;good
35;male;own;4;little;moderate;1050;6;furniture;good
50;female;own;2;little;high;1047;6;education;good
27;male;own;4;little;NaN;6314;24;car;good
34;male;own;3;rich;moderate;3496;30;furniture;good
27;female;own;3;little;NaN;3609;48;business;good
43;male;rent;3;little;little;4843;12;car;bad
47;male;own;3;little;high;3017;30;television;good
27;male;own;2;moderate;NaN;4139;24;business;good
31;male;own;3;moderate;NaN;5742;36;business;good
42;male;own;4;little;NaN;10366;60;car;good
24;male;own;3;high;NaN;2080;6;car;good
41;male;own;2;high;NaN;2580;21;business;bad
26;female;rent;4;little;NaN;4530;30;television;good
33;male;own;3;little;NaN;5150;24;furniture;good
24;male;own;3;moderate;moderate;5595;72;television;bad
64;male;rent;2;little;little;2384;24;television;good
26;female;own;3;little;NaN;1453;18;television;good
56;female;own;3;little;NaN;1538;6;education;good
37;male;free;3;NaN;NaN;2279;12;television;good
33;male;own;3;little;NaN;1478;15;television;good
47;male;free;3;little;NaN;5103;24;television;good
31;male;own;2;moderate;moderate;9857;36;business;good
34;male;free;3;NaN;NaN;6527;60;car;good
27;male;own;3;NaN;high;1347;10;television;good
30;male;free;3;moderate;moderate;2862;36;car;good
35;male;own;3;moderate;NaN;2753;9;television;good
31;male;own;3;rich;little;3651;12;car;good
25;male;own;3;little;little;975;15;furniture;good
25;female;own;2;moderate;moderate;2631;15;repairs;good
29;male;own;3;moderate;moderate;2896;24;television;good
44;male;own;2;NaN;little;4716;6;car;good
28;male;own;3;little;NaN;2284;24;television;good
50;male;rent;3;high;NaN;1236;6;car;good
29;male;own;3;little;moderate;1103;12;television;good
38;female;own;1;little;NaN;926;12;car;good
24;male;own;3;little;NaN;1800;18;television;good
40;male;rent;4;little;high;1905;15;education;good
29;female;rent;2;high;NaN;1123;12;furniture;bad
46;male;free;3;little;little;6331;48;car;bad
47;female;free;3;moderate;high;1377;24;television;good
41;male;own;3;moderate;moderate;2503;30;business;good
32;female;own;3;little;moderate;2528;27;business;good
35;female;free;3;high;NaN;5324;15;car;good
24;male;own;3;moderate;moderate;6560;48;car;bad
25;female;rent;3;little;moderate;2969;12;furniture;bad
25;female;own;3;little;moderate;1206;9;television;good
37;male;own;2;little;moderate;2118;9;television;good
32;male;own;4;high;NaN;629;18;television;good
35;female;free;3;little;little;1198;6;education;bad
46;male;own;4;NaN;NaN;2476;21;car;good
25;male;own;2;little;little;1138;9;television;good
27;male;own;4;little;moderate;14027;60;car;bad
63;male;own;3;NaN;NaN;7596;30;car;good
40;male;own;3;NaN;NaN;3077;30;television;good
32;male;free;4;little;NaN;1505;18;television;good
31;male;own;3;NaN;high;3148;24;television;good
31;male;own;3;moderate;moderate;6148;20;car;good
34;male;own;4;little;high;1337;9;television;bad
24;female;rent;3;rich;moderate;433;6;education;bad
24;female;own;2;little;little;1228;12;car;bad
66;female;own;2;high;moderate;790;9;television;good
21;female;rent;3;little;NaN;2570;27;car;bad
41;female;own;2;rich;NaN;250;6;car;good
47;male;own;2;high;NaN;1316;15;television;good
25;female;rent;3;little;little;1882;18;television;bad
59;female;rent;3;little;moderate;6416;48;business;bad
36;male;own;3;rich;high;1275;24;business;good
33;male;own;3;little;moderate;6403;24;television;good
21;male;rent;2;little;little;1987;24;television;bad
44;female;own;2;little;moderate;760;8;television;good
28;female;rent;3;rich;NaN;2603;24;car;good
37;female;own;3;little;NaN;3380;4;car;good
29;female;own;1;NaN;moderate;3990;36;domestics;good
23;female;rent;4;little;moderate;11560;24;car;bad
35;male;own;2;moderate;little;4380;18;car;good
45;male;own;4;little;NaN;6761;6;car;good
26;female;rent;2;moderate;moderate;4280;30;business;bad
32;male;own;3;moderate;little;2325;24;car;good
23;male;own;2;little;moderate;1048;10;television;good
41;male;own;3;NaN;NaN;3160;21;television;good
22;male;own;3;high;little;2483;24;furniture;good
30;male;own;4;NaN;little;14179;39;furniture;good
28;male;own;2;little;little;1797;13;business;good
23;female;rent;3;little;little;2511;15;car;good
37;female;own;2;little;little;1274;12;car;bad
26;male;own;3;NaN;NaN;5248;21;car;good
33;male;own;3;little;NaN;3029;15;car;good
49;female;own;3;little;little;428;6;furniture;good
23;female;own;2;little;little;976;18;car;bad
23;female;rent;2;moderate;moderate;841;12;business;good
25;female;own;3;little;NaN;5771;30;television;good
55;male;free;3;rich;NaN;1555;12;repairs;bad
32;female;rent;3;NaN;little;1285;24;car;bad
74;male;own;1;little;high;1299;6;car;good
39;male;free;3;NaN;high;1271;15;television;bad
31;male;own;3;little;NaN;1393;24;car;good
35;male;own;3;little;little;691;12;car;bad
59;female;own;3;NaN;NaN;5045;15;car;good
24;female;rent;3;little;little;2124;18;furniture;bad
24;male;own;2;little;little;2214;12;television;good
30;male;free;4;NaN;NaN;12680;21;car;bad
27;male;own;3;moderate;NaN;2463;24;car;good
40;male;own;2;little;moderate;1155;12;television;good
31;male;own;2;little;little;3108;30;furniture;bad
31;female;rent;3;NaN;NaN;2901;10;car;good
28;male;rent;3;little;moderate;3617;12;furniture;good
63;male;own;2;little;NaN;1655;12;television;good
26;female;rent;3;NaN;little;2812;24;car;good
25;female;own;4;little;little;8065;36;education;bad
36;male;own;4;little;NaN;3275;21;car;good
52;male;own;3;moderate;NaN;2223;24;television;good
66;male;free;1;high;high;1480;12;car;good
25;female;rent;3;NaN;little;1371;24;car;bad
37;male;own;3;little;NaN;3535;36;car;good
25;female;own;3;little;little;3509;18;television;good
38;male;own;4;rich;NaN;5711;36;car;good
67;female;own;3;little;moderate;3872;18;repairs;good
25;male;own;3;little;moderate;4933;39;television;bad
60;male;own;3;rich;NaN;1940;24;car;good
31;male;own;2;little;moderate;1410;12;retraining;good
23;female;own;2;moderate;moderate;836;12;car;bad
60;male;own;4;NaN;moderate;6468;20;car;good
35;male;own;2;rich;moderate;1941;18;business;good
40;male;own;3;high;NaN;2675;22;television;good
38;male;own;3;NaN;NaN;2751;48;car;good
50;male;free;3;little;moderate;6224;48;education;bad
27;male;own;3;little;little;5998;40;education;bad
39;female;own;3;little;moderate;1188;21;business;bad
41;male;own;4;NaN;NaN;6313;24;car;good
27;male;own;3;NaN;NaN;1221;6;furniture;good
51;male;free;3;little;high;2892;24;furniture;good
32;male;rent;3;high;NaN;3062;24;furniture;good
22;female;rent;3;moderate;NaN;2301;9;furniture;good
51;male;free;3;NaN;little;7511;18;car;bad
22;female;rent;2;little;NaN;1258;12;furniture;good
54;male;own;3;NaN;NaN;717;24;car;good
35;male;own;1;NaN;moderate;1549;9;car;good
54;male;free;3;little;NaN;1597;24;education;good
48;female;rent;2;little;moderate;1795;18;television;good
24;female;own;3;little;little;4272;20;furniture;good
35;male;own;3;NaN;NaN;976;12;television;good
24;female;rent;1;NaN;moderate;7472;12;car;good
24;male;own;3;little;little;9271;36;car;bad
26;male;own;2;little;moderate;590;6;television;good
65;male;own;3;NaN;NaN;930;12;television;good
55;male;free;4;little;moderate;9283;42;car;good
26;female;rent;1;little;moderate;1778;15;car;bad
26;male;own;3;little;moderate;907;8;business;good
28;male;own;2;little;moderate;484;6;television;good
24;male;own;3;little;little;9629;36;car;bad
54;male;own;3;little;little;3051;48;domestics;bad
46;male;free;3;little;little;3931;48;car;bad
54;female;rent;3;little;moderate;7432;36;car;good
62;male;own;3;high;NaN;1338;6;domestics;good
24;female;rent;3;little;NaN;1554;6;television;good
43;male;own;4;little;little;15857;36;car;good
26;male;own;3;little;little;1345;18;television;bad
27;male;own;3;little;NaN;1101;12;car;good
24;male;own;3;little;high;3016;12;television;good
41;male;own;3;little;little;2712;36;furniture;bad
47;male;own;2;little;little;731;8;car;good
35;male;own;4;little;NaN;3780;18;furniture;good
30;male;own;3;little;little;1602;21;car;good
33;female;rent;3;little;little;3966;18;car;bad
36;male;own;3;little;NaN;4165;18;business;bad
47;male;free;3;NaN;little;8335;36;car;bad
38;male;free;3;NaN;moderate;6681;48;business;good
44;male;own;3;high;NaN;2375;24;business;good
23;female;rent;3;little;little;1216;18;car;bad
29;male;rent;3;little;little;11816;45;business;bad
42;female;own;3;NaN;moderate;5084;24;television;good
25;female;own;2;little;high;2327;15;television;bad
48;male;own;3;little;little;1082;12;car;bad
21;female;own;3;NaN;NaN;886;12;television;good
23;female;rent;2;little;NaN;601;4;furniture;good
63;male;own;3;little;little;2957;24;car;good
46;male;own;3;little;NaN;2611;24;television;good
29;male;own;3;little;little;5179;36;furniture;bad
28;male;own;2;little;NaN;2993;21;car;good
23;female;own;3;little;NaN;1943;18;repairs;bad
50;male;own;3;little;NaN;1559;24;business;good
47;male;own;3;little;NaN;3422;18;furniture;good
35;male;own;3;NaN;moderate;3976;21;furniture;good
68;male;rent;3;NaN;NaN;6761;18;car;bad
28;male;own;3;little;NaN;1249;24;car;good
59;male;own;3;little;little;1364;9;television;good
57;male;own;2;little;little;709;12;television;bad
33;male;rent;3;little;little;2235;20;car;bad
43;male;own;3;NaN;NaN;4042;24;car;good
35;male;free;3;little;NaN;1471;15;television;good
32;male;free;2;little;little;1442;18;car;bad
45;male;own;3;little;NaN;10875;36;car;good
33;male;own;3;moderate;NaN;1474;24;car;good
40;female;own;3;NaN;NaN;894;10;retraining;good
28;male;free;3;little;NaN;3343;15;furniture;good
29;female;own;3;little;little;3959;15;car;bad
26;male;rent;3;moderate;NaN;3577;9;car;good
27;male;own;3;rich;NaN;5804;24;car;good
28;male;own;3;little;NaN;2169;18;business;bad
35;female;own;3;little;little;2439;24;television;bad
32;male;own;2;rich;NaN;4526;27;furniture;good
25;male;rent;2;little;NaN;2210;10;furniture;bad
20;female;rent;3;high;NaN;2221;15;furniture;good
27;female;own;3;little;little;2389;18;television;good
42;male;own;3;little;NaN;3331;12;furniture;good
37;male;own;3;NaN;NaN;7409;36;business;good
24;female;rent;3;little;little;652;12;furniture;good
40;female;own;3;high;NaN;7678;36;furniture;good
46;male;own;3;little;high;1343;6;car;good
26;male;own;3;moderate;little;1382;24;business;good
24;female;own;3;NaN;NaN;874;15;domestics;good
29;male;own;2;little;little;3590;12;furniture;good
40;female;own;3;rich;moderate;1322;11;car;good
36;male;free;4;little;little;1940;18;television;good
28;male;own;3;little;NaN;3595;36;television;good
27;male;free;4;little;little;1422;9;car;bad
36;male;own;3;NaN;NaN;6742;30;television;good
38;male;own;4;little;NaN;7814;24;car;good
48;male;free;3;NaN;NaN;9277;24;car;good
36;male;own;3;NaN;moderate;2181;30;car;good
65;female;own;1;little;NaN;1098;18;television;good
43;male;own;3;little;moderate;4057;24;furniture;bad
53;female;own;3;little;little;795;12;education;bad
34;male;own;3;NaN;moderate;2825;24;business;good
23;male;own;3;little;moderate;15672;48;business;bad
34;male;own;4;little;NaN;6614;36;car;good
40;male;rent;3;NaN;NaN;7824;28;car;good
43;male;own;4;little;little;2442;27;business;good
46;male;own;3;little;NaN;1829;15;television;good
38;male;own;2;little;little;2171;12;car;good
34;male;own;3;little;moderate;5800;36;car;good
29;male;own;3;NaN;NaN;1169;18;television;good
31;male;own;4;NaN;NaN;8947;36;car;good
28;female;rent;4;little;little;2606;21;television;good
35;female;own;3;rich;NaN;1592;12;furniture;good
33;female;rent;2;NaN;NaN;2186;15;furniture;good
42;male;own;3;little;little;4153;18;furniture;bad
43;male;rent;3;little;little;2625;16;car;bad
44;male;own;3;NaN;NaN;3485;20;car;good
42;male;free;3;NaN;NaN;10477;36;car;good
40;male;rent;3;NaN;NaN;1386;15;television;good
36;male;own;4;little;NaN;1278;24;television;good
20;male;rent;4;little;little;1107;12;television;good
24;male;own;2;NaN;little;3763;21;car;good
27;male;own;3;NaN;moderate;3711;36;education;good
46;female;own;2;little;NaN;3594;15;car;good
33;female;own;2;NaN;moderate;3195;9;car;good
34;female;own;3;little;NaN;4454;36;television;good
25;female;own;2;little;moderate;4736;24;furniture;bad
25;female;own;3;NaN;moderate;2991;30;television;good
28;male;own;3;rich;NaN;2142;11;business;good
31;male;rent;3;little;little;3161;24;business;bad
32;female;own;4;little;moderate;18424;48;car;bad
32;male;own;3;moderate;NaN;2848;10;car;good
68;male;own;4;little;little;14896;6;car;bad
33;male;own;3;moderate;little;2359;24;furniture;bad
39;male;rent;4;little;little;3345;24;furniture;bad
28;female;own;3;little;NaN;1817;18;furniture;good
37;male;own;4;high;NaN;12749;48;television;good
22;female;rent;3;little;little;1366;9;television;bad
30;male;rent;3;little;moderate;2002;12;car;good
55;male;own;3;little;little;6872;24;furniture;bad
46;male;own;3;little;little;697;12;car;bad
21;female;rent;3;little;little;1049;18;furniture;good
39;male;free;3;little;little;10297;48;car;bad
58;male;own;3;NaN;NaN;1867;30;television;good
43;male;own;2;little;little;1344;12;car;good
24;male;own;2;little;little;1747;24;furniture;good
22;female;own;3;little;moderate;1670;9;television;bad
30;male;own;3;little;NaN;1224;9;car;good
42;male;own;3;high;NaN;522;12;television;good
23;female;own;3;little;little;1498;12;television;good
30;male;own;4;moderate;moderate;1919;30;television;bad
28;female;own;2;little;high;745;9;television;bad
30;male;rent;4;little;moderate;2063;6;television;good
42;male;free;3;little;moderate;6288;60;education;bad
46;male;own;4;NaN;NaN;6842;24;car;good
45;male;own;4;NaN;NaN;3527;12;car;good
31;male;own;2;little;NaN;1546;10;car;good
31;male;own;3;NaN;NaN;929;24;furniture;good
42;male;own;2;little;NaN;1455;4;car;good
46;female;rent;3;little;little;1845;15;furniture;good
30;female;own;3;high;moderate;8358;48;car;good
30;male;free;3;high;little;3349;24;furniture;bad
38;male;own;4;NaN;NaN;2859;12;car;good
43;male;own;2;little;NaN;1533;18;furniture;bad
31;male;own;3;moderate;NaN;3621;24;television;bad
40;male;own;1;little;moderate;3590;18;business;good
24;male;own;3;little;little;2145;36;business;bad
28;female;rent;3;high;moderate;4113;24;car;bad
26;female;own;4;little;NaN;10974;36;furniture;bad
29;female;own;3;little;little;1893;12;car;good
57;female;rent;4;rich;little;1231;24;television;good
49;male;own;2;NaN;high;3656;30;television;good
37;male;own;2;little;moderate;1154;9;television;good
45;male;own;2;little;little;4006;28;car;bad
30;male;free;3;moderate;moderate;3069;24;furniture;good
30;male;rent;3;little;NaN;1740;6;television;good
47;male;own;3;little;moderate;2353;21;car;good
29;male;own;3;NaN;NaN;3556;15;car;good
35;male;own;3;high;NaN;2397;24;television;bad
22;male;own;2;little;moderate;454;6;repairs;good
26;female;own;3;NaN;moderate;1715;30;television;good
23;male;own;2;high;moderate;2520;27;television;bad
54;female;rent;4;little;NaN;3568;15;television;good
29;male;rent;3;NaN;NaN;7166;42;television;good
40;male;own;2;little;little;3939;11;car;good
22;male;own;3;moderate;moderate;1514;15;repairs;good
43;male;own;2;little;NaN;7393;24;car;good
29;female;rent;1;little;little;1193;24;car;bad
36;male;rent;3;little;little;7297;60;business;bad
33;female;own;3;little;NaN;2831;30;television;good
57;female;own;2;high;high;1258;24;television;good
64;female;own;3;little;moderate;753;6;television;good
42;male;own;3;NaN;moderate;2427;18;business;good
47;male;own;2;little;NaN;2538;24;car;bad
25;male;rent;3;moderate;moderate;1264;15;car;bad
49;male;own;3;little;moderate;8386;30;furniture;bad
33;male;rent;4;little;NaN;4844;48;business;bad
28;female;own;4;moderate;high;2923;21;car;good
26;male;own;3;little;little;8229;36;car;bad
30;male;own;2;little;NaN;2028;24;furniture;good
25;female;rent;3;little;little;1433;15;furniture;good
33;male;own;3;little;high;6289;42;business;good
64;female;own;3;moderate;NaN;1409;13;television;good
29;male;free;4;little;little;6579;24;car;good
48;male;own;2;little;moderate;1743;24;television;good
37;male;own;2;NaN;NaN;3565;12;education;good
34;male;own;2;moderate;NaN;1569;15;television;good
23;male;rent;2;NaN;little;1936;18;television;good
30;male;own;4;little;little;3959;36;furniture;good
50;male;own;3;NaN;NaN;2390;12;car;good
31;female;own;2;little;NaN;1736;12;furniture;good
40;male;own;4;little;little;3857;30;car;good
38;male;own;3;little;NaN;804;12;television;good
23;male;free;3;little;little;1845;45;television;bad
27;male;own;3;moderate;moderate;4576;45;car;good
